id,yield
16845,3447.0821
16846,7317.95104
16847,6942.3963
16848,4350.42467
16849,5446.69747
16850,6757.07366
16851,5548.12201
16852,7861.46538
16853,6443.2569
16854,7340.46077
16855,7340.46077
16856,7639.54789
16857,3626.36653
16858,5527.42503
16859,5347.71894
16860,4162.76156
16861,7440.71201
16862,7457.50606
16863,7858.68558
16864,8086.38881
16865,8318.79889
16866,7536.09687
16867,3866.79896
16868,3049.39771
16869,4999.15621
16870,3866.79896
16871,6461.67087
16872,5403.69852
16873,6263.80788
16874,6554.97686
16875,6244.19576
16876,6731.61844
16877,7284.81478
16878,6079.08526
16879,6801.32393
16880,5605.221
16881,6717.44627
16882,6467.65476
16883,8064.73881
16884,6836.60081
16885,7016.89385
16886,6451.10052
16887,5830.89362
16888,6374.4443
16889,7399.87589
16890,4768.59437
16891,5552.72387
16892,6370.89887
16893,5033.68556
16894,5531.35174
16895,5246.52146
16896,4418.44126
16897,6757.07366
16898,4387.74185
16899,7732.22522
16900,5867.99722
16901,6235.45278
16902,6180.95142
16903,6942.3963
16904,5329.2632
16905,8166.59786
16906,5996.07855
16907,4100.75917
16908,7080.04004
16909,5462.13394
16910,7529.17505
16911,7628.6476
16912,5996.07855
16913,4999.15621
16914,4966.77945
16915,3983.09785
16916,5791.45673
16917,6058.64876
16918,5628.8828
16919,7159.33666
16920,3269.27176
16921,6671.07264
16922,6449.04157
16923,3269.27176
16924,2825.00374
16925,4016.3616
16926,3708.20502
16927,3626.36653
16928,7322.60914
16929,6117.4759
16930,5377.27086
16931,4433.53697
16932,6795.88187
16933,6757.07366
16934,4503.16186
16935,5455.11891
16936,5791.45673
16937,5700.24324
16938,5360.87391
16939,7236.09025
16940,7322.60914
16941,3708.20502
16942,5345.99106
16943,6107.38247
16944,4813.45285
16945,5628.71053
16946,5605.221
16947,6628.76363
16948,7028.6735
16949,6117.4759
16950,3822.98167
16951,7548.34706
16952,6731.61844
16953,4576.10071
16954,5178.27031
16955,5945.89951
16956,5767.17836
16957,6979.32479
16958,6202.32702
16959,7101.75783
16960,5663.06579
16961,7340.46077
16962,7041.38018
16963,6663.00068
16964,3511.5379
16965,6226.28514
16966,5085.84473
16967,7117.95038
16968,6480.80815
16969,6292.42962
16970,5529.06614
16971,7451.72563
16972,5794.89185
16973,5791.45673
16974,5347.71894
16975,7541.6674
16976,7380.6338
16977,6960.10751
16978,6263.80788
16979,4813.45285
16980,6638.65649
16981,7835.76779
16982,7198.42285
16983,6475.89456
16984,6030.98074
16985,8064.73881
16986,5217.13976
16987,7152.13259
16988,3968.33018
16989,5747.56017
16990,6543.97182
16991,4042.84264
16992,4393.52743
16993,5377.27086
16994,6198.06496
16995,4079.91244
16996,6836.60081
16997,5628.8828
16998,4546.78674
16999,7428.83442
17000,6361.48951
17001,6180.95142
17002,7690.1749
17003,6960.10751
17004,5033.68556
17005,7016.89385
17006,5428.10602
17007,3494.94296
17008,4051.55129
17009,5781.85965
17010,7804.62795
17011,5686.12196
17012,7878.81768
17013,3895.62684
17014,5504.75083
17015,7417.81497
17016,6514.63899
17017,7322.60914
17018,6202.32702
17019,6591.78118
17020,7080.04004
17021,7117.95038
17022,6361.48951
17023,5920.48718
17024,7024.74836
17025,5767.17836
17026,4503.16186
17027,5439.4215
17028,5575.39447
17029,6708.24129
17030,7529.17505
17031,4945.79443
17032,6072.83443
17033,7793.44206
17034,5605.221
17035,7639.54789
17036,3276.36206
17037,7184.01384
17038,6638.65649
17039,4203.02762
17040,6135.69998
17041,6779.98166
17042,6638.65649
17043,6880.7759
17044,6449.04157
17045,6503.27204
17046,4705.62653
17047,4966.77945
17048,6274.93484
17049,6948.2288
17050,5605.221
17051,6869.7776
17052,6574.18247
17053,8175.45619
17054,5291.89688
17055,7517.44077
17056,6019.26248
17057,5834.98164
17058,4016.3616
17059,5772.91016
17060,7732.22522
17061,4936.36477
17062,5424.12351
17063,7417.81497
17064,7243.22611
17065,6958.17479
17066,5569.13925
17067,6554.97686
17068,7085.06308
17069,5246.52146
17070,4641.00151
17071,8175.45619
17072,7340.46077
17073,6376.66256
17074,7380.6338
17075,6880.7759
17076,6754.44894
17077,6595.45629
17078,6400.02221
17079,5755.70016
17080,5246.52146
17081,5556.3746
17082,2946.92602
17083,5794.89185
17084,5675.72149
17085,6422.92209
17086,6443.2569
17087,5791.45673
17088,5767.17836
17089,7317.95104
17090,4303.94303
17091,6150.84205
17092,6628.76363
17093,7406.90248
17094,7998.35059
17095,6368.84982
17096,6480.80815
17097,4068.35066
17098,7270.31832
17099,5347.71894
17100,8013.62631
17101,4503.16186
17102,6521.29112
17103,6409.14001
17104,4162.76156
17105,7016.89385
17106,7267.28344
17107,7529.17505
17108,4813.45285
17109,6131.30938
17110,8211.0795
17111,4125.75712
17112,7617.39589
17113,6628.76363
17114,4493.64409
17115,5728.74828
17116,5345.99106
17117,5333.87334
17118,6564.9583
17119,4125.75712
17120,5018.45303
17121,5345.99106
17122,5548.12201
17123,7399.87589
17124,5322.84043
17125,5695.56442
17126,6909.43
17127,6443.2569
17128,3049.39771
17129,4850.03746
17130,7771.01027
17131,7517.44077
17132,6842.76056
17133,6093.31527
17134,7771.01027
17135,5686.12196
17136,3895.62684
17137,5150.94289
17138,7243.22611
17139,7425.75194
17140,6180.95142
17141,5746.77703
17142,8254.12654
17143,6422.92209
17144,6663.00068
17145,5596.22636
17146,5747.56017
17147,6279.3385
17148,5455.11891
17149,7322.60914
17150,6757.07366
17151,6948.2288
17152,3238.02815
17153,7502.24389
17154,4225.96131
17155,6960.10751
17156,6443.2569
17157,5828.73212
17158,7340.46077
17159,6887.46649
17160,5596.22636
17161,6109.85047
17162,5524.14541
17163,6361.48951
17164,3813.16579
17165,5700.24324
17166,6443.2569
17167,5811.21147
17168,7570.48492
17169,7558.00588
17170,5063.85109
17171,6237.20605
17172,8284.85461
17173,7284.81478
17174,4503.16186
17175,6117.4759
17176,7380.6338
17177,5299.66133
17178,6628.76363
17179,6493.63712
17180,5538.91301
17181,6887.46649
17182,6263.80788
17183,3708.20502
17184,3511.5379
17185,7136.98445
17186,5462.13394
17187,7521.71436
17188,5124.8549
17189,4888.50303
17190,7243.22611
17191,7198.42285
17192,3238.02815
17193,7243.22611
17194,5424.12351
17195,5722.57676
17196,5246.52146
17197,6202.32702
17198,5628.71053
17199,7322.60914
17200,5665.2196
17201,2605.69676
17202,4737.63925
17203,6554.97686
17204,6449.04157
17205,4218.32799
17206,7181.42522
17207,5150.94289
17208,4225.96131
17209,4641.00151
17210,4802.6043
17211,6058.64876
17212,5767.17836
17213,6795.88187
17214,4179.18592
17215,5395.33158
17216,7517.44077
17217,6361.48951
17218,8086.38881
17219,4290.96488
17220,4710.85865
17221,4493.64409
17222,6263.80788
17223,7303.58812
17224,6822.97163
17225,4667.72494
17226,6735.24371
17227,7804.62795
17228,4546.78674
17229,7317.95104
17230,4813.45285
17231,6180.95142
17232,4290.96488
17233,8212.79289
17234,7198.42285
17235,7713.4796
17236,6986.80996
17237,5722.57676
17238,6157.05484
17239,6397.35569
17240,7556.10991
17241,5150.94289
17242,6663.00068
17243,3471.19214
17244,5637.9843
17245,7617.39589
17246,5663.06579
17247,6821.8081
17248,5747.56017
17249,7303.58812
17250,3238.02815
17251,6226.28514
17252,6638.65649
17253,4546.78674
17254,5649.03716
17255,6274.93484
17256,6109.85047
17257,4641.00151
17258,6520.8976
17259,5971.39402
17260,5954.51315
17261,7825.87492
17262,5538.91301
17263,4393.52743
17264,5291.89688
17265,5636.30874
17266,3511.5379
17267,4203.02762
17268,5124.8549
17269,7502.24389
17270,6929.5548
17271,3895.62684
17272,7738.88171
17273,4769.31827
17274,6628.76363
17275,5462.13394
17276,4641.00151
17277,6779.98166
17278,5811.21147
17279,3626.36653
17280,3968.33018
17281,6125.69538
17282,7417.81497
17283,4200.97375
17284,7150.9817
17285,7022.18973
17286,4387.74185
17287,8157.23694
17288,6779.98166
17289,6958.17479
17290,7235.77564
17291,6202.32702
17292,6328.89332
17293,6010.76008
17294,5566.52275
17295,4079.91244
17296,7706.88137
17297,7825.87492
17298,7483.73632
17299,7357.3589
17300,7457.50606
17301,7298.0026
17302,5852.8742
17303,7290.10652
17304,4745.46028
17305,7861.46538
17306,6500.09778
17307,6671.07264
17308,7230.1325
17309,4062.73953
17310,4899.11899
17311,6869.7776
17312,6202.32702
17313,5794.89185
17314,6919.34518
17315,5902.33288
17316,3626.36653
17317,8307.38018
17318,6155.89609
17319,5628.71053
17320,5429.68161
17321,5605.221
17322,5628.71053
17323,7415.89441
17324,6628.76363
17325,3182.69865
17326,6071.2289
17327,7236.09025
17328,5429.68161
17329,4418.44126
17330,3764.31973
17331,6461.67087
17332,4218.32799
17333,5424.12351
17334,3968.33018
17335,6482.70572
17336,6779.98166
17337,8002.9971
17338,5439.4215
17339,7517.44077
17340,5862.80545
17341,5136.93247
17342,7417.81497
17343,5686.12196
17344,5424.12351
17345,6564.9583
17346,2452.68075
17347,4254.82514
17348,4694.60819
17349,4975.88538
17350,4503.16186
17351,4667.72494
17352,6942.3963
17353,6157.05484
17354,8166.59786
17355,4228.81888
17356,5920.48718
17357,6449.04157
17358,6958.17479
17359,7222.00462
17360,2508.37567
17361,4010.55215
17362,6202.32702
17363,7588.36096
17364,6696.23571
17365,5575.39447
17366,5777.3754
17367,7317.95104
17368,6919.34518
17369,5750.88107
17370,5246.52146
17371,6626.8515
17372,3680.56025
17373,6869.7776
17374,4745.46028
17375,7608.62182
17376,6564.9583
17377,6475.89456
17378,5544.62172
17379,5291.89688
17380,6467.65476
17381,6520.8976
17382,5462.13394
17383,4254.82514
17384,5639.4452
17385,8116.53175
17386,6493.63712
17387,4290.96488
17388,5711.85174
17389,4100.75917
17390,3494.94296
17391,7298.0026
17392,3837.51296
17393,6475.89456
17394,4546.78674
17395,7357.3589
17396,5347.71894
17397,5735.13303
17398,3447.0821
17399,5482.0813
17400,7048.87072
17401,6325.26613
17402,7555.17159
17403,4560.22361
17404,6862.90839
17405,5605.221
17406,5482.0813
17407,7483.73632
17408,5645.14663
17409,7340.46077
17410,6135.69998
17411,4684.89321
17412,3941.25512
17413,7576.39253
17414,7207.4203
17415,2452.68075
17416,6320.96112
17417,6281.91711
17418,3866.79896
17419,6182.75087
17420,7230.1325
17421,7267.28344
17422,5429.68161
17423,5575.39447
17424,6842.76056
17425,6799.72918
17426,4303.94303
17427,5729.56964
17428,7400.77538
17429,7835.76779
17430,5791.45673
17431,5291.89688
17432,5852.8742
17433,6898.39095
17434,6263.80788
17435,4334.84122
17436,7064.16978
17437,3748.46547
17438,4560.22361
17439,4016.3616
17440,6663.00068
17441,6491.22353
17442,6299.22636
17443,4503.16186
17444,6249.47082
17445,8298.20697
17446,5566.52275
17447,6422.92209
17448,5388.50369
17449,6347.56076
17450,7340.46077
17451,6412.47345
17452,5367.61826
17453,6708.24129
17454,8134.72655
17455,7541.6674
17456,6539.11085
17457,6292.96076
17458,5817.18527
17459,4100.75917
17460,5755.70016
17461,7243.22611
17462,5462.13394
17463,7117.95038
17464,5439.4215
17465,3866.79896
17466,6347.56076
17467,7071.61532
17468,5746.77703
17469,5755.70016
17470,7924.51678
17471,4830.95981
17472,3784.11935
17473,5439.4215
17474,7483.73632
17475,5605.221
17476,6263.80788
17477,7215.40971
17478,6079.08526
17479,3396.72989
17480,8166.59786
17481,5686.12196
17482,5514.66748
17483,7417.81497
17484,6702.78038
17485,6461.67087
17486,6347.56076
17487,6574.18247
17488,4870.62537
17489,5424.12351
17490,6528.79888
17491,6746.4546
17492,6299.22636
17493,4684.89321
17494,6475.89456
17495,6093.31527
17496,6746.4546
17497,5446.69747
17498,7732.22522
17499,6691.04322
17500,7236.09025
17501,5424.12351
17502,6361.48951
17503,6554.97686
17504,8711.20896
17505,5695.56442
17506,6376.66256
17507,4042.84264
17508,6919.34518
17509,3182.69865
17510,4162.76156
17511,6903.87339
17512,5636.30874
17513,4769.31827
17514,4710.85865
17515,3626.36653
17516,5852.8742
17517,3519.43131
17518,7022.18973
17519,6198.06496
17520,4356.94587
17521,4684.89321
17522,7835.76779
17523,6255.89064
17524,5217.13976
17525,6862.90839
17526,6260.47363
17527,6574.18247
17528,7243.22611
17529,6503.27204
17530,4245.28573
17531,6376.66256
17532,6335.29639
17533,5684.14351
17534,6409.14001
17535,6306.55062
17536,6180.95142
17537,4418.44126
17538,8175.45619
17539,4503.16186
17540,6292.42962
17541,5837.21503
17542,4112.89349
17543,5596.22636
17544,6263.80788
17545,6514.63899
17546,7004.01554
17547,5575.39447
17548,5696.02606
17549,5954.51315
17550,3708.20502
17551,4936.36477
17552,6135.69998
17553,8671.71681
17554,6157.05484
17555,5347.71894
17556,3662.18313
17557,6400.02221
17558,6443.2569
17559,5732.24032
17560,4278.76321
17561,4568.67217
17562,5569.13925
17563,6347.56076
17564,5124.8549
17565,8064.73881
17566,5566.52275
17567,5892.161
17568,6202.32702
17569,8166.59786
17570,5514.66748
17571,5063.85109
17572,4936.36477
17573,6244.19576
17574,6292.96076
17575,5602.02293
17576,4179.18592
17577,5767.17836
17578,6249.47082
17579,5504.75083
17580,6226.28514
17581,5449.4212
17582,6960.10751
17583,4393.52743
17584,6155.89609
17585,7267.28344
17586,6422.92209
17587,7369.68559
17588,5063.85109
17589,8307.38018
17590,5711.85174
17591,5569.13925
17592,8134.72655
17593,8212.79289
17594,3496.35236
17595,4858.24073
17596,7136.98445
17597,8440.96097
17598,6808.26361
17599,7172.43501
17600,5496.08506
17601,3764.31973
17602,7198.42285
17603,5781.85965
17604,5711.85174
17605,4350.42467
17606,5482.0813
17607,6034.64214
17608,6318.70872
17609,4913.22292
17610,5236.03334
17611,5865.38472
17612,6735.24371
17613,7626.61733
17614,7236.09025
17615,6903.87339
17616,4357.82292
17617,7184.01384
17618,4460.91457
17619,6986.80996
17620,7604.31584
17621,3519.43131
17622,6887.46649
17623,6449.04157
17624,5033.68556
17625,6554.97686
17626,5605.221
17627,6146.83152
17628,6465.37205
17629,5605.221
17630,6543.97182
17631,6226.28514
17632,6244.19576
17633,5492.81699
17634,6361.48951
17635,5628.71053
17636,5221.35741
17637,6898.39095
17638,5636.30874
17639,5150.94289
17640,3901.98955
17641,7290.10652
17642,5482.0813
17643,6292.96076
17644,7771.01027
17645,6037.68613
17646,7732.22522
17647,7411.17457
17648,6361.48951
17649,4254.82514
17650,4576.10071
17651,5945.89951
17652,3182.69865
17653,7024.74836
17654,8212.79289
17655,6691.04322
17656,6554.97686
17657,4248.35505
17658,5061.72061
17659,5462.13394
17660,6909.43
17661,7130.83001
17662,5514.66748
17663,3471.19214
17664,2452.68075
17665,4016.3616
17666,5794.89185
17667,5192.88315
17668,7381.97333
17669,5791.45673
17670,3385.148
17671,5018.45303
17672,5291.89688
17673,7071.83395
17674,5663.06579
17675,4350.42467
17676,7080.04004
17677,6520.8976
17678,7639.54789
17679,5811.21147
17680,6539.11085
17681,4245.28573
17682,4387.74185
17683,5602.02293
17684,6226.28514
17685,7243.22611
17686,5345.99106
17687,6315.23321
17688,6779.98166
17689,7732.22522
17690,7290.10652
17691,3182.69865
17692,5403.69852
17693,4357.82292
17694,6190.66597
17695,4503.16186
17696,8247.52116
17697,7558.00588
17698,3436.49354
17699,6315.23321
17700,5018.45303
17701,4112.89349
17702,4350.42467
17703,7267.28344
17704,5665.2196
17705,4387.74185
17706,6226.28514
17707,6097.44285
17708,4056.83427
17709,6263.80788
17710,4016.3616
17711,6887.46649
17712,6467.65476
17713,7284.81478
17714,6392.35667
17715,7369.68559
17716,6958.17479
17717,6226.28514
17718,6347.56076
17719,7771.01027
17720,7284.81478
17721,6150.84205
17722,7548.34706
17723,4062.73953
17724,6180.95142
17725,7024.74836
17726,6702.78038
17727,6019.26248
17728,6443.2569
17729,6638.65649
17730,7765.25632
17731,3723.52338
17732,7548.34706
17733,7222.00462
17734,4179.18592
17735,6960.10751
17736,6757.07366
17737,6180.95142
17738,7639.54789
17739,6554.97686
17740,6443.2569
17741,6451.10052
17742,7103.50894
17743,6574.18247
17744,7457.50606
17745,4056.83427
17746,5329.2632
17747,5305.74363
17748,5556.3746
17749,3720.71159
17750,7369.68559
17751,7024.74836
17752,3708.20502
17753,5377.27086
17754,6929.5548
17755,6643.9019
17756,6677.62443
17757,4813.45285
17758,7340.46077
17759,6554.97686
17760,5439.4215
17761,7369.68559
17762,6909.43
17763,6598.85404
17764,3813.16579
17765,7604.31584
17766,5781.85965
17767,7639.54789
17768,6394.07791
17769,6412.47345
17770,5628.71053
17771,6717.44627
17772,6422.92209
17773,5399.86113
17774,6898.39095
17775,7878.81768
17776,5772.91016
17777,7222.00462
17778,4356.94587
17779,5996.07855
17780,6368.84982
17781,7322.60914
17782,7502.24389
17783,7267.28344
17784,5781.85965
17785,6842.76056
17786,7101.75783
17787,5042.64034
17788,7738.88171
17789,7163.9441
17790,4051.55129
17791,7502.24389
17792,4100.75917
17793,8166.59786
17794,5639.4452
17795,5596.22636
17796,7771.01027
17797,6754.44894
17798,7715.81088
17799,6226.28514
17800,6691.04322
17801,4789.59697
17802,7675.96352
17803,3764.31973
17804,2825.00374
17805,7041.38018
17806,3631.90544
17807,6746.4546
17808,5446.69747
17809,6626.50685
17810,6482.70572
17811,6795.88187
17812,5203.87681
17813,5482.0813
17814,5552.72387
17815,4694.60819
17816,7878.81768
17817,6663.00068
17818,6862.90839
17819,7479.93417
17820,7529.17505
17821,5636.30874
17822,6608.90751
17823,5728.74828
17824,7150.9817
17825,5781.85965
17826,6239.53349
17827,5246.52146
17828,6757.07366
17829,5178.27031
17830,6529.98232
17831,6202.32702
17832,5722.57676
17833,7399.87589
17834,4999.15621
17835,7101.75783
17836,7715.81088
17837,6520.8976
17838,7340.46077
17839,4056.83427
17840,6263.80788
17841,6754.44894
17842,5794.89185
17843,6368.84982
17844,5830.48855
17845,7130.83001
17846,7541.6674
17847,5313.37828
17848,4572.12637
17849,5552.72387
17850,6320.96112
17851,7825.87492
17852,7399.87589
17853,7243.22611
17854,6157.05484
17855,7457.50606
17856,4310.6254
17857,6960.10751
17858,4290.96488
17859,6731.61844
17860,5377.27086
17861,6529.98232
17862,4248.35505
17863,7829.47294
17864,4769.31827
17865,7303.58812
17866,5663.06579
17867,8013.62631
17868,7690.1749
17869,5504.75083
17870,5462.13394
17871,5329.2632
17872,6226.28514
17873,7423.46988
17874,3626.36653
17875,2452.68075
17876,6808.26361
17877,5892.161
17878,6717.44627
17879,7457.50606
17880,5402.48408
17881,5674.02852
17882,7284.81478
17883,6948.2288
17884,7064.16978
17885,5811.21147
17886,6772.93347
17887,8298.20697
17888,5684.14351
17889,6461.67087
17890,6860.39643
17891,7107.60976
17892,5639.4452
17893,5750.88107
17894,6564.9583
17895,7222.00462
17896,5852.8742
17897,4079.91244
17898,6226.28514
17899,4010.55215
17900,6306.55062
17901,7479.93417
17902,6795.88187
17903,5649.03716
17904,4568.67217
17905,6475.89456
17906,7303.58812
17907,4016.3616
17908,7303.58812
17909,7340.46077
17910,5695.56442
17911,7322.60914
17912,5715.0084
17913,5046.45734
17914,5862.80545
17915,6093.31527
17916,6422.92209
17917,6412.47345
17918,5360.87391
17919,3436.49354
17920,7690.1749
17921,4418.44126
17922,5628.71053
17923,7626.61733
17924,7322.60914
17925,4177.0152
17926,6482.70572
17927,6503.27204
17928,5964.79111
17929,6540.10545
17930,4200.97375
17931,6842.76056
17932,4357.82292
17933,7198.42285
17934,7400.77538
17935,7483.73632
17936,6663.00068
17937,6180.95142
17938,6010.76008
17939,2508.37567
17940,5393.56434
17941,7267.28344
17942,5424.12351
17943,5449.4212
17944,2825.00374
17945,2988.05944
17946,3923.90628
17947,5605.221
17948,7575.80124
17949,7521.71436
17950,5514.66748
17951,8284.85461
17952,5291.89688
17953,6862.90839
17954,6491.22353
17955,5514.66748
17956,7127.16457
17957,5347.51393
17958,5628.71053
17959,5898.01573
17960,5807.00693
17961,4433.53697
17962,7174.6649
17963,7293.53617
17964,5446.69747
17965,6696.23571
17966,3680.56025
17967,7888.41493
17968,6465.37205
17969,5531.35174
17970,6836.39728
17971,7532.82953
17972,6180.95142
17973,4068.35066
17974,4888.50303
17975,3748.46547
17976,6717.44627
17977,7479.93417
17978,5482.0813
17979,5178.27031
17980,4830.95981
17981,6361.48951
17982,5772.91016
17983,4203.02762
17984,7483.73632
17985,7136.98445
17986,6361.48951
17987,6335.29639
17988,5246.52146
17989,5291.89688
17990,6115.94707
17991,4493.64409
17992,6392.35667
17993,5686.12196
17994,7207.4203
17995,6795.88187
17996,4357.82292
17997,5695.56442
17998,7297.7321
17999,3948.98691
18000,6696.23571
18001,4100.75917
18002,3471.19214
18003,6806.49269
18004,4051.55129
18005,8211.0795
18006,5811.21147
18007,3373.43684
18008,4644.60117
18009,7399.87589
18010,4112.89349
18011,3496.35236
18012,3447.0821
18013,6898.39095
18014,7357.3589
18015,4179.18592
18016,6539.11085
18017,7778.34916
18018,4710.85865
18019,4334.84122
18020,5791.45673
18021,3866.79896
18022,6347.56076
18023,7231.02778
18024,5329.2632
18025,5299.66133
18026,5746.77703
18027,6942.3963
18028,3911.42225
18029,6475.89456
18030,7222.00462
18031,7502.24389
18032,5596.22636
18033,6475.89456
18034,5399.86113
18035,7048.87072
18036,7825.87492
18037,7835.76779
18038,7502.24389
18039,6671.07264
18040,6543.97182
18041,7219.76039
18042,6281.91711
18043,5647.71226
18044,5462.13394
18045,4278.76321
18046,5482.0813
18047,3748.46547
18048,5711.85174
18049,5556.3746
18050,4079.91244
18051,6852.97971
18052,4936.10558
18053,4769.31827
18054,5462.13394
18055,7903.51351
18056,5971.39402
18057,6392.35667
18058,5403.69852
18059,6887.46649
18060,3662.18313
18061,6461.67087
18062,5367.61826
18063,6503.27204
18064,7771.01027
18065,7617.39589
18066,6922.84679
18067,3238.02815
18068,5777.3754
18069,7416.70776
18070,5552.72387
18071,6842.76056
18072,5700.24324
18073,6292.42962
18074,4696.44394
18075,6461.67087
18076,4305.51182
18077,6020.87569
18078,5367.61826
18079,8175.45619
18080,6717.44627
18081,3723.52338
18082,7793.44206
18083,4899.11899
18084,8247.52116
18085,4218.32799
18086,3828.16556
18087,8134.72655
18088,4051.55129
18089,6903.87339
18090,4737.63925
18091,6958.17479
18092,7028.6735
18093,4768.59437
18094,3519.43131
18095,3447.0821
18096,4010.55215
18097,4644.60117
18098,6347.56076
18099,7793.44206
18100,5217.13976
18101,6146.83152
18102,6638.65649
18103,3447.0821
18104,8086.38881
18105,5498.58395
18106,7007.66825
18107,5482.0813
18108,6135.69998
18109,5296.61109
18110,6608.04163
18111,6795.88187
18112,7159.33666
18113,4393.52743
18114,7738.88171
18115,4387.74185
18116,7825.87492
18117,5221.35741
18118,7588.36096
18119,5628.71053
18120,5674.02852
18121,6539.11085
18122,4641.00151
18123,7284.81478
18124,6125.69538
18125,6079.08526
18126,4920.13663
18127,4546.78674
18128,6735.24371
18129,3662.18313
18130,4930.61903
18131,7761.15796
18132,7588.36096
18133,5482.0813
18134,6779.98166
18135,6757.07366
18136,7340.46077
18137,5552.72387
18138,3501.17992
18139,6595.45629
18140,4740.01505
18141,6826.20873
18142,7399.87589
18143,4913.22292
18144,6422.92209
18145,6526.98819
18146,5429.68161
18147,6299.22636
18148,5377.27086
18149,6202.32702
18150,7340.46077
18151,4769.31827
18152,6708.24129
18153,6799.72918
18154,3828.16556
18155,7628.6476
18156,7071.61532
18157,4966.77945
18158,5632.45917
18159,6671.07264
18160,7541.6674
18161,6638.65649
18162,6400.02221
18163,4737.63925
18164,6836.39728
18165,3998.05416
18166,4393.52743
18167,7381.97333
18168,7998.35059
18169,5637.9843
18170,5628.71053
18171,7381.97333
18172,6226.28514
18173,4177.0152
18174,8134.72655
18175,5538.91301
18176,7381.97333
18177,7858.68558
18178,5791.45673
18179,5711.85174
18180,8247.52116
18181,7400.77538
18182,7064.16978
18183,6226.28514
18184,7399.87589
18185,6898.39095
18186,3494.94296
18187,7969.02575
18188,6274.93484
18189,5556.3746
18190,3471.19214
18191,6770.23332
18192,6335.29639
18193,4694.60819
18194,8175.45619
18195,5601.20531
18196,6226.28514
18197,6292.42962
18198,6374.4443
18199,7793.44206
18200,8173.5891
18201,5720.72316
18202,5504.75083
18203,8284.85461
18204,5150.94289
18205,3373.43684
18206,8175.45619
18207,7019.69438
18208,7399.87589
18209,6093.31527
18210,6335.29639
18211,6072.83443
18212,4433.53697
18213,4568.67217
18214,6795.88187
18215,3837.51296
18216,5643.36045
18217,7270.31832
18218,6157.05484
18219,5934.01088
18220,3519.43131
18221,8175.45619
18222,6155.89609
18223,4503.16186
18224,7175.06898
18225,5246.52146
18226,6376.66256
18227,4290.96488
18228,5381.27266
18229,5732.24032
18230,6554.97686
18231,6060.64149
18232,4112.89349
18233,7303.58812
18234,7267.28344
18235,5313.37828
18236,7303.58812
18237,3511.5379
18238,5313.37828
18239,5575.39447
18240,5711.85174
18241,4560.22361
18242,6281.91711
18243,4125.75712
18244,5503.09583
18245,4936.36477
18246,6643.9019
18247,4278.76321
18248,4898.83586
18249,4924.35736
18250,7778.34916
18251,6526.98819
18252,7241.37053
18253,7080.04004
18254,4042.84264
18255,8212.79289
18256,6480.80815
18257,7521.71436
18258,6514.63899
18259,7317.95104
18260,7152.13259
18261,5347.71894
18262,5178.27031
18263,6752.17704
18264,4769.31827
18265,4789.59697
18266,4357.82292
18267,6306.55062
18268,6919.34518
18269,7914.17118
18270,5496.08506
18271,6198.06496
18272,5628.71053
18273,6524.29532
18274,5605.221
18275,6671.07264
18276,3748.46547
18277,7198.42285
18278,7369.68559
18279,7161.9619
18280,5781.85965
18281,4051.55129
18282,8211.0795
18283,8134.72655
18284,5482.0813
18285,7071.83395
18286,8134.72655
18287,6335.29639
18288,7434.34904
18289,7669.81182
18290,7626.61733
18291,5086.60991
18292,8212.79289
18293,6554.97686
18294,6125.69538
18295,4278.76321
18296,6615.69006
18297,6852.97971
18298,6846.00686
18299,3748.46547
18300,7626.61733
18301,5004.15434
18302,5711.85174
18303,5305.74363
18304,7024.74836
18305,5777.3754
18306,6279.3385
18307,3238.02815
18308,5538.91301
18309,4503.16186
18310,4968.60117
18311,7738.88171
18312,5428.10602
18313,6376.66256
18314,6394.07791
18315,7570.48492
18316,3923.90628
18317,6335.29639
18318,8318.79889
18319,4590.82334
18320,7290.10652
18321,4898.83586
18322,6702.78038
18323,5637.9843
18324,7411.17457
18325,5449.4212
18326,7085.06308
18327,7793.44206
18328,8212.79289
18329,4768.59437
18330,5597.02216
18331,3631.90544
18332,7163.9441
18333,5136.93247
18334,7230.1325
18335,4802.6043
18336,7357.3589
18337,7207.4203
18338,5791.45673
18339,3139.43255
18340,5628.71053
18341,5934.01088
18342,5791.45673
18343,3447.0821
18344,7064.16978
18345,4254.82514
18346,6281.91711
18347,3968.33018
18348,6274.93484
18349,5996.07855
18350,6929.5548
18351,6922.84679
18352,7835.76779
18353,5971.39402
18354,4503.16186
18355,3983.09785
18356,5675.72149
18357,5750.88107
18358,5514.66748
18359,6757.07366
18360,3662.18313
18361,3626.36653
18362,4125.75712
18363,5556.3746
18364,6274.93484
18365,7231.02778
18366,5462.13394
18367,5643.36045
18368,7267.28344
18369,5345.99106
18370,5637.9843
18371,5807.00693
18372,8212.79289
18373,7241.37053
18374,5482.0813
18375,7024.74836
18376,4644.60117
18377,6869.7776
18378,5367.61826
18379,6909.43
18380,6198.06496
18381,6422.92209
18382,6325.26613
18383,7136.98445
18384,6673.304
18385,5246.52146
18386,5305.74363
18387,3784.11935
18388,6717.44627
18389,4745.46028
18390,6361.48951
18391,5817.18527
18392,4924.35736
18393,7172.43501
18394,5649.03716
18395,3139.43255
18396,4460.91457
18397,3712.99786
18398,4282.70063
18399,6226.28514
18400,6621.25081
18401,3708.20502
